id,start,oospore_maturation,oospore_germination,oospore_dispersion,oospore_infection,incubation_days,completed_incubation,sporulations,sporangia_densities,spore_lifespan_days,secondary_infections,oospore_infection_strength,secondary_infection_strengths
18786,2025-05-11 12:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-11 21:20:00+02:00,2025-05-11 21:20:00+02:00,None,None,None,None,None,None,None,None,None
18792,2025-05-11 13:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-11 21:20:00+02:00,2025-05-11 21:20:00+02:00,None,None,None,None,None,None,None,None,None
18798,2025-05-11 14:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-11 21:20:00+02:00,2025-05-11 21:20:00+02:00,None,None,None,None,None,None,None,None,None
18804,2025-05-11 15:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-11 21:20:00+02:00,2025-05-11 21:20:00+02:00,None,None,None,None,None,None,None,None,None
18810,2025-05-11 16:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-11 21:20:00+02:00,2025-05-11 21:20:00+02:00,None,None,None,None,None,None,None,None,None
18816,2025-05-11 17:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-11 21:20:00+02:00,2025-05-11 21:20:00+02:00,None,None,None,None,None,None,None,None,None
18822,2025-05-11 18:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-11 21:20:00+02:00,2025-05-11 21:20:00+02:00,None,None,None,None,None,None,None,None,None
18828,2025-05-11 19:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-11 21:20:00+02:00,2025-05-11 21:20:00+02:00,None,None,None,None,None,None,None,None,None
18834,2025-05-11 20:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-11 21:20:00+02:00,2025-05-11 21:20:00+02:00,None,None,None,None,None,None,None,None,None
18840,2025-05-11 21:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-11 21:20:00+02:00,2025-05-11 21:20:00+02:00,None,None,None,None,None,None,None,None,None
18846,2025-05-11 22:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-11 22:40:00+02:00,2025-05-11 22:40:00+02:00,2025-05-12 02:50:00+02:00,8.049620999619684,2025-05-22 02:50:00+02:00,2025-05-26 05:40:00+02:00,206030.76923076928,13.894724943679039,2025-05-26 07:00:00+02:00,152.1,120.21666666666667
18852,2025-05-11 23:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18858,2025-05-12 00:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18864,2025-05-12 01:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18870,2025-05-12 02:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18876,2025-05-12 03:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18882,2025-05-12 04:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18888,2025-05-12 05:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18894,2025-05-12 06:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18900,2025-05-12 07:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18906,2025-05-12 08:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18912,2025-05-12 09:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18918,2025-05-12 10:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18924,2025-05-12 11:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18930,2025-05-12 12:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18936,2025-05-12 13:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18942,2025-05-12 14:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18948,2025-05-12 15:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18954,2025-05-12 16:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18960,2025-05-12 17:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18966,2025-05-12 18:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18972,2025-05-12 19:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18978,2025-05-12 20:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18984,2025-05-12 21:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18990,2025-05-12 22:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
18996,2025-05-12 23:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19002,2025-05-13 00:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19008,2025-05-13 01:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19014,2025-05-13 02:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19020,2025-05-13 03:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19026,2025-05-13 04:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19032,2025-05-13 05:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19038,2025-05-13 06:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19044,2025-05-13 07:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19050,2025-05-13 08:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19056,2025-05-13 09:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19062,2025-05-13 10:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19068,2025-05-13 11:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19074,2025-05-13 12:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19080,2025-05-13 13:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19086,2025-05-13 14:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19092,2025-05-13 15:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19098,2025-05-13 16:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19104,2025-05-13 17:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19110,2025-05-13 18:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19116,2025-05-13 19:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19122,2025-05-13 20:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19128,2025-05-13 21:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19134,2025-05-13 22:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19140,2025-05-13 23:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19146,2025-05-14 00:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19152,2025-05-14 01:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19158,2025-05-14 02:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19164,2025-05-14 03:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19170,2025-05-14 04:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19176,2025-05-14 05:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19182,2025-05-14 06:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19188,2025-05-14 07:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19194,2025-05-14 08:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19200,2025-05-14 09:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19206,2025-05-14 10:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19212,2025-05-14 11:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19218,2025-05-14 12:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19224,2025-05-14 13:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19230,2025-05-14 14:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19236,2025-05-14 15:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19242,2025-05-14 16:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19248,2025-05-14 17:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19254,2025-05-14 18:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19260,2025-05-14 19:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19266,2025-05-14 20:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19272,2025-05-14 21:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19278,2025-05-14 22:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19284,2025-05-14 23:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19290,2025-05-15 00:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19296,2025-05-15 01:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19302,2025-05-15 02:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19308,2025-05-15 03:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19314,2025-05-15 04:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19320,2025-05-15 05:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19326,2025-05-15 06:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19332,2025-05-15 07:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19338,2025-05-15 08:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19344,2025-05-15 09:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19350,2025-05-15 10:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19356,2025-05-15 11:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19362,2025-05-15 12:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19368,2025-05-15 13:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19374,2025-05-15 14:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19380,2025-05-15 15:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19386,2025-05-15 16:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19392,2025-05-15 17:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19398,2025-05-15 18:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19404,2025-05-15 19:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19410,2025-05-15 20:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19416,2025-05-15 21:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19422,2025-05-15 22:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19428,2025-05-15 23:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19434,2025-05-16 00:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19440,2025-05-16 01:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19446,2025-05-16 02:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19452,2025-05-16 03:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19458,2025-05-16 04:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19464,2025-05-16 05:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19470,2025-05-16 06:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19476,2025-05-16 07:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19482,2025-05-16 08:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19488,2025-05-16 09:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19494,2025-05-16 10:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19500,2025-05-16 11:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19506,2025-05-16 12:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19512,2025-05-16 13:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19518,2025-05-16 14:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19524,2025-05-16 15:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19530,2025-05-16 16:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19536,2025-05-16 17:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19542,2025-05-16 18:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19548,2025-05-16 19:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19554,2025-05-16 20:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19560,2025-05-16 21:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19566,2025-05-16 22:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19572,2025-05-16 23:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19578,2025-05-17 00:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19584,2025-05-17 01:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19590,2025-05-17 02:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19596,2025-05-17 03:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19602,2025-05-17 04:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19608,2025-05-17 05:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19614,2025-05-17 06:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19620,2025-05-17 07:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19626,2025-05-17 08:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19632,2025-05-17 09:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19638,2025-05-17 10:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19644,2025-05-17 11:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19650,2025-05-17 12:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19656,2025-05-17 13:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19662,2025-05-17 14:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19668,2025-05-17 15:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19674,2025-05-17 16:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19680,2025-05-17 17:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19686,2025-05-17 18:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19692,2025-05-17 19:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19698,2025-05-17 20:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19704,2025-05-17 21:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
19710,2025-05-17 22:00:00+02:00,2025-04-26 00:00:00+02:00,2025-05-20 12:30:00+02:00,2025-05-20 12:30:00+02:00,None,None,None,None,None,None,None,None,None
